target_age,current_age,model,n_samples,bmi_mae,bmi_rmse,class_accuracy,z_correlation,z_score_actual_mean,z_score_actual_std,z_score_pred_mean,z_score_pred_std
48,36,XGB,53,3.1030188679245283,3.8564780099864997,0.7547169811320755,-0.12960969653558965,-3.0260377358490564,1.4766744120931745,-4.563396226415095,3.028082987444975
48,36,LinearRegression,54,3.1188888888888893,3.883518832002559,0.7592592592592593,-0.11977276986557675,-3.0351851851851848,1.4644525468593181,-4.6037037037037045,3.066143250196739
48,36,SVR,52,2.887884615384616,3.5496427230833336,0.9230769230769231,0.05277879103850999,-3.045961538461538,1.4570561200524326,-5.170384615384615,2.520196849407465
48,36,MLP,52,3.0273076923076925,3.7848991450845215,0.75,-0.11022479124082528,-3.046923076923077,1.4887159393010454,-4.478461538461539,3.0118805680526273
48,36,XGB,54,3.1625925925925933,3.93478974919504,0.7592592592592593,-0.11772579900439553,-3.0351851851851848,1.4644525468593181,-4.63962962962963,3.112931786478822
48,36,LinearRegression,22,3.6327272727272715,4.189053917923799,0.8181818181818182,0.30202880253910863,-3.1,1.8358723465228381,-6.186363636363637,2.7814932965365364
48,36,SVR,18,2.653888888888889,3.6425426101374114,0.8333333333333334,0.29640243754734236,-2.9383333333333335,1.9475005348736965,-5.113333333333333,2.830673261100813
48,36,MLP,20,3.114,4.03839200672743,0.85,0.24990908785695648,-3.0985,1.8554440843097373,-5.3965000000000005,3.2565660979012847
48,36,XGB,19,2.64421052631579,3.512018462965496,0.7894736842105263,0.3612763399550219,-3.1131578947368417,1.9612322995922713,-4.7447368421052625,3.224064725125808
48,36,LinearRegression,22,2.9995454545454545,3.442722891708089,0.9090909090909091,0.292525513742206,-2.919545454545455,1.3870389562358019,-5.657272727272727,2.0175574382229926
48,36,SVR,25,3.0996000000000006,3.930040712257317,0.88,0.3146189166354212,-3.0576,1.7393016529630505,-6.1572,2.31129664041637
48,36,MLP,24,3.026666666666667,3.756014066356337,0.875,0.09706291862353898,-3.145416666666667,1.7748004093575016,-5.072083333333333,2.8695542324646097
48,36,XGB,27,2.78962962962963,3.6536942238618546,0.9259259259259259,0.26138350024906604,-3.1270370370370375,1.703397073855902,-5.545555555555556,2.6354286085222047
