Transition_Key,Predictor_Age,Target_Age,Metric,Feature_Space,Feature_Count,Model,Accuracy,Precision,Recall,F1_Score
6Months_to_12Months_BMI_S1_S5_All_Data,6Months,12Months,BMI,AIC_Optimized_Space,2,Neural_Network_MLP,0.8202,0.4174,0.4796,0.4391
6Months_to_12Months_BMI_S1_S5_All_Data,6Months,12Months,BMI,BIC_Optimized_Space,1,XGBoost_Classifier,0.8202,0.4147,0.4796,0.4356
6Months_to_12Months_BMI_S1_S5_All_Data,6Months,12Months,BMI,BIC_Optimized_Space,1,Support_Vector_Classifier,0.8764,0.4747,0.5012,0.4874
6Months_to_12Months_BMI_S1_S5_All_Data,6Months,12Months,BMI,BIC_Optimized_Space,1,Neural_Network_MLP,0.8652,0.4592,0.4969,0.4763
6Months_to_12Months_BMI_S2_No_Zscores,6Months,12Months,BMI,Full_Feature_Space,2,XGBoost_Classifier,0.809,0.3787,0.3771,0.3776
6Months_to_12Months_BMI_S2_No_Zscores,6Months,12Months,BMI,Full_Feature_Space,2,Support_Vector_Classifier,0.8539,0.2879,0.329,0.3071
6Months_to_12Months_BMI_S2_No_Zscores,6Months,12Months,BMI,Full_Feature_Space,2,Neural_Network_MLP,0.8539,0.7701,0.5666,0.6124
6Months_to_12Months_BMI_S2_No_Zscores,6Months,12Months,BMI,AIC_Optimized_Space,2,XGBoost_Classifier,0.809,0.3787,0.3771,0.3776
6Months_to_12Months_BMI_S2_No_Zscores,6Months,12Months,BMI,AIC_Optimized_Space,2,Support_Vector_Classifier,0.8539,0.2879,0.329,0.3071
6Months_to_12Months_BMI_S2_No_Zscores,6Months,12Months,BMI,AIC_Optimized_Space,2,Neural_Network_MLP,0.8652,0.7744,0.5709,0.6167
6Months_to_12Months_BMI_S2_No_Zscores,6Months,12Months,BMI,BIC_Optimized_Space,1,XGBoost_Classifier,0.8652,0.2884,0.3333,0.3092
6Months_to_12Months_BMI_S2_No_Zscores,6Months,12Months,BMI,BIC_Optimized_Space,1,Support_Vector_Classifier,0.8652,0.2884,0.3333,0.3092
6Months_to_12Months_BMI_S2_No_Zscores,6Months,12Months,BMI,BIC_Optimized_Space,1,Neural_Network_MLP,0.8652,0.2884,0.3333,0.3092
6Months_to_12Months_BMI_S3_No_Base_Data,6Months,12Months,BMI,Full_Feature_Space,8,XGBoost_Classifier,0.8202,0.4098,0.4468,0.4257
6Months_to_12Months_BMI_S3_No_Base_Data,6Months,12Months,BMI,Full_Feature_Space,8,Support_Vector_Classifier,0.7865,0.3811,0.4012,0.3891
6Months_to_12Months_BMI_S3_No_Base_Data,6Months,12Months,BMI,Full_Feature_Space,8,Neural_Network_MLP,0.8202,0.5285,0.5536,0.5383
6Months_to_12Months_BMI_S3_No_Base_Data,6Months,12Months,BMI,AIC_Optimized_Space,2,XGBoost_Classifier,0.8202,0.406,0.4468,0.4206
6Months_to_12Months_BMI_S3_No_Base_Data,6Months,12Months,BMI,AIC_Optimized_Space,2,Support_Vector_Classifier,0.8652,0.4523,0.4642,0.4581
6Months_to_12Months_BMI_S3_No_Base_Data,6Months,12Months,BMI,AIC_Optimized_Space,2,Neural_Network_MLP,0.8202,0.4174,0.4796,0.4391
6Months_to_12Months_BMI_S3_No_Base_Data,6Months,12Months,BMI,BIC_Optimized_Space,1,XGBoost_Classifier,0.8202,0.4147,0.4796,0.4356
6Months_to_12Months_BMI_S3_No_Base_Data,6Months,12Months,BMI,BIC_Optimized_Space,1,Support_Vector_Classifier,0.8764,0.4747,0.5012,0.4874
6Months_to_12Months_BMI_S3_No_Base_Data,6Months,12Months,BMI,BIC_Optimized_Space,1,Neural_Network_MLP,0.8652,0.4592,0.4969,0.4763
6Months_to_12Months_BMI_S4_S6_Zscore_Only,6Months,12Months,BMI,Full_Feature_Space,6,XGBoost_Classifier,0.7978,0.3555,0.3728,0.3634
6Months_to_12Months_BMI_S4_S6_Zscore_Only,6Months,12Months,BMI,Full_Feature_Space,6,Support_Vector_Classifier,0.7978,0.3931,0.4055,0.3982
6Months_to_12Months_BMI_S4_S6_Zscore_Only,6Months,12Months,BMI,Full_Feature_Space,6,Neural_Network_MLP,0.8427,0.5812,0.5296,0.5498
6Months_to_12Months_BMI_S4_S6_Zscore_Only,6Months,12Months,BMI,AIC_Optimized_Space,1,XGBoost_Classifier,0.8202,0.4147,0.4796,0.4356
6Months_to_12Months_BMI_S4_S6_Zscore_Only,6Months,12Months,BMI,AIC_Optimized_Space,1,Support_Vector_Classifier,0.8764,0.4747,0.5012,0.4874
6Months_to_12Months_BMI_S4_S6_Zscore_Only,6Months,12Months,BMI,AIC_Optimized_Space,1,Neural_Network_MLP,0.8652,0.4592,0.4969,0.4763
6Months_to_12Months_BMI_S4_S6_Zscore_Only,6Months,12Months,BMI,BIC_Optimized_Space,1,XGBoost_Classifier,0.8202,0.4147,0.4796,0.4356
6Months_to_12Months_BMI_S4_S6_Zscore_Only,6Months,12Months,BMI,BIC_Optimized_Space,1,Support_Vector_Classifier,0.8764,0.4747,0.5012,0.4874
6Months_to_12Months_BMI_S4_S6_Zscore_Only,6Months,12Months,BMI,BIC_Optimized_Space,1,Neural_Network_MLP,0.8652,0.4592,0.4969,0.4763
12Months_to_18Months_Weight_S1_S5_All_Data,12Months,18Months,Weight,Full_Feature_Space,4,XGBoost_Classifier,0.8256,0.4603,0.48,0.4693
12Months_to_18Months_Weight_S1_S5_All_Data,12Months,18Months,Weight,Full_Feature_Space,4,Support_Vector_Classifier,0.8023,0.4336,0.4706,0.4479
12Months_to_18Months_Weight_S1_S5_All_Data,12Months,18Months,Weight,Full_Feature_Space,4,Neural_Network_MLP,0.814,0.4416,0.4753,0.4556
12Months_to_18Months_Weight_S1_S5_All_Data,12Months,18Months,Weight,AIC_Optimized_Space,2,XGBoost_Classifier,0.8256,0.4438,0.459,0.4512
12Months_to_18Months_Weight_S1_S5_All_Data,12Months,18Months,Weight,AIC_Optimized_Space,2,Support_Vector_Classifier,0.8256,0.457,0.5009,0.4742
12Months_to_18Months_Weight_S1_S5_All_Data,12Months,18Months,Weight,AIC_Optimized_Space,2,Neural_Network_MLP,0.814,0.4488,0.4962,0.4662
12Months_to_18Months_Weight_S1_S5_All_Data,12Months,18Months,Weight,BIC_Optimized_Space,2,XGBoost_Classifier,0.8256,0.4438,0.459,0.4512
12Months_to_18Months_Weight_S1_S5_All_Data,12Months,18Months,Weight,BIC_Optimized_Space,2,Support_Vector_Classifier,0.8256,0.457,0.5009,0.4742
12Months_to_18Months_Weight_S1_S5_All_Data,12Months,18Months,Weight,BIC_Optimized_Space,2,Neural_Network_MLP,0.814,0.4488,0.4962,0.4662
12Months_to_18Months_Weight_S2_No_Zscores,12Months,18Months,Weight,Full_Feature_Space,2,XGBoost_Classifier,0.7326,0.3482,0.3586,0.3527
12Months_to_18Months_Weight_S2_No_Zscores,12Months,18Months,Weight,Full_Feature_Space,2,Support_Vector_Classifier,0.8023,0.3697,0.3658,0.3633
12Months_to_18Months_Weight_S2_No_Zscores,12Months,18Months,Weight,Full_Feature_Space,2,Neural_Network_MLP,0.7907,0.3798,0.3821,0.3801
12Months_to_18Months_Weight_S2_No_Zscores,12Months,18Months,Weight,AIC_Optimized_Space,1,XGBoost_Classifier,0.7558,0.398,0.4308,0.4083
12Months_to_18Months_Weight_S2_No_Zscores,12Months,18Months,Weight,AIC_Optimized_Space,1,Support_Vector_Classifier,0.8023,0.3697,0.3658,0.3633
12Months_to_18Months_Weight_S2_No_Zscores,12Months,18Months,Weight,AIC_Optimized_Space,1,Neural_Network_MLP,0.7907,0.3798,0.3821,0.3801
12Months_to_18Months_Weight_S2_No_Zscores,12Months,18Months,Weight,BIC_Optimized_Space,1,XGBoost_Classifier,0.7558,0.398,0.4308,0.4083
12Months_to_18Months_Weight_S2_No_Zscores,12Months,18Months,Weight,BIC_Optimized_Space,1,Support_Vector_Classifier,0.8023,0.3697,0.3658,0.3633
12Months_to_18Months_Weight_S2_No_Zscores,12Months,18Months,Weight,BIC_Optimized_Space,1,Neural_Network_MLP,0.7907,0.3798,0.3821,0.3801
12Months_to_18Months_Weight_S3_No_Base_Data,12Months,18Months,Weight,Full_Feature_Space,4,XGBoost_Classifier,0.8256,0.4603,0.48,0.4693
12Months_to_18Months_Weight_S3_No_Base_Data,12Months,18Months,Weight,Full_Feature_Space,4,Support_Vector_Classifier,0.8023,0.4336,0.4706,0.4479
12Months_to_18Months_Weight_S3_No_Base_Data,12Months,18Months,Weight,Full_Feature_Space,4,Neural_Network_MLP,0.814,0.4416,0.4753,0.4556
12Months_to_18Months_Weight_S3_No_Base_Data,12Months,18Months,Weight,AIC_Optimized_Space,2,XGBoost_Classifier,0.8256,0.4438,0.459,0.4512
12Months_to_18Months_Weight_S3_No_Base_Data,12Months,18Months,Weight,AIC_Optimized_Space,2,Support_Vector_Classifier,0.8256,0.457,0.5009,0.4742
12Months_to_18Months_Weight_S3_No_Base_Data,12Months,18Months,Weight,AIC_Optimized_Space,2,Neural_Network_MLP,0.814,0.4488,0.4962,0.4662
12Months_to_18Months_Weight_S3_No_Base_Data,12Months,18Months,Weight,BIC_Optimized_Space,2,XGBoost_Classifier,0.8256,0.4438,0.459,0.4512
12Months_to_18Months_Weight_S3_No_Base_Data,12Months,18Months,Weight,BIC_Optimized_Space,2,Support_Vector_Classifier,0.8256,0.457,0.5009,0.4742
12Months_to_18Months_Weight_S3_No_Base_Data,12Months,18Months,Weight,BIC_Optimized_Space,2,Neural_Network_MLP,0.814,0.4488,0.4962,0.4662
12Months_to_18Months_Weight_S4_S6_Zscore_Only,12Months,18Months,Weight,Full_Feature_Space,2,XGBoost_Classifier,0.814,0.4543,0.4543,0.4543
12Months_to_18Months_Weight_S4_S6_Zscore_Only,12Months,18Months,Weight,Full_Feature_Space,2,Support_Vector_Classifier,0.814,0.4416,0.4753,0.4556
12Months_to_18Months_Weight_S4_S6_Zscore_Only,12Months,18Months,Weight,Full_Feature_Space,2,Neural_Network_MLP,0.8023,0.4412,0.4706,0.4529
12Months_to_18Months_Height_S1_S5_All_Data,12Months,18Months,Height,Full_Feature_Space,4,XGBoost_Classifier,0.8824,0.4156,0.4357,0.4253
12Months_to_18Months_Height_S1_S5_All_Data,12Months,18Months,Height,Full_Feature_Space,4,Support_Vector_Classifier,0.8588,0.3042,0.3202,0.312
12Months_to_18Months_Height_S1_S5_All_Data,12Months,18Months,Height,Full_Feature_Space,4,Neural_Network_MLP,0.9059,0.6851,0.7047,0.6939
12Months_to_18Months_Height_S1_S5_All_Data,12Months,18Months,Height,AIC_Optimized_Space,4,XGBoost_Classifier,0.8824,0.4156,0.4357,0.4253
12Months_to_18Months_Height_S1_S5_All_Data,12Months,18Months,Height,AIC_Optimized_Space,4,Support_Vector_Classifier,0.8588,0.3042,0.3202,0.312
12Months_to_18Months_Height_S1_S5_All_Data,12Months,18Months,Height,AIC_Optimized_Space,4,Neural_Network_MLP,0.8588,0.5175,0.5292,0.5227
12Months_to_18Months_Height_S1_S5_All_Data,12Months,18Months,Height,BIC_Optimized_Space,1,XGBoost_Classifier,0.8353,0.4456,0.4693,0.4554
12Months_to_18Months_Height_S1_S5_All_Data,12Months,18Months,Height,BIC_Optimized_Space,1,Support_Vector_Classifier,0.8824,0.2976,0.3289,0.3125
12Months_to_18Months_Height_S1_S5_All_Data,12Months,18Months,Height,BIC_Optimized_Space,1,Neural_Network_MLP,0.8706,0.2972,0.3246,0.3103
12Months_to_18Months_Height_S2_No_Zscores,12Months,18Months,Height,Full_Feature_Space,2,XGBoost_Classifier,0.8824,0.3012,0.3289,0.3145
12Months_to_18Months_Height_S2_No_Zscores,12Months,18Months,Height,Full_Feature_Space,2,Support_Vector_Classifier,0.8824,0.3049,0.3289,0.3165
12Months_to_18Months_Height_S2_No_Zscores,12Months,18Months,Height,Full_Feature_Space,2,Neural_Network_MLP,0.8588,0.3042,0.3202,0.312
12Months_to_18Months_Height_S2_No_Zscores,12Months,18Months,Height,AIC_Optimized_Space,2,XGBoost_Classifier,0.8824,0.3012,0.3289,0.3145
12Months_to_18Months_Height_S2_No_Zscores,12Months,18Months,Height,AIC_Optimized_Space,2,Support_Vector_Classifier,0.8824,0.3049,0.3289,0.3165
12Months_to_18Months_Height_S2_No_Zscores,12Months,18Months,Height,AIC_Optimized_Space,2,Neural_Network_MLP,0.8588,0.3042,0.3202,0.312
12Months_to_18Months_Height_S2_No_Zscores,12Months,18Months,Height,BIC_Optimized_Space,1,XGBoost_Classifier,0.8824,0.2976,0.3289,0.3125
12Months_to_18Months_Height_S2_No_Zscores,12Months,18Months,Height,BIC_Optimized_Space,1,Support_Vector_Classifier,0.8941,0.298,0.3333,0.3147
12Months_to_18Months_Height_S2_No_Zscores,12Months,18Months,Height,BIC_Optimized_Space,1,Neural_Network_MLP,0.8941,0.298,0.3333,0.3147
12Months_to_18Months_Height_S3_No_Base_Data,12Months,18Months,Height,Full_Feature_Space,4,XGBoost_Classifier,0.8824,0.4156,0.4357,0.4253
12Months_to_18Months_Height_S3_No_Base_Data,12Months,18Months,Height,Full_Feature_Space,4,Support_Vector_Classifier,0.8588,0.3042,0.3202,0.312
12Months_to_18Months_Height_S3_No_Base_Data,12Months,18Months,Height,Full_Feature_Space,4,Neural_Network_MLP,0.9059,0.6851,0.7047,0.6939
12Months_to_18Months_Height_S3_No_Base_Data,12Months,18Months,Height,AIC_Optimized_Space,4,XGBoost_Classifier,0.8824,0.4156,0.4357,0.4253
12Months_to_18Months_Height_S3_No_Base_Data,12Months,18Months,Height,AIC_Optimized_Space,4,Support_Vector_Classifier,0.8588,0.3042,0.3202,0.312
12Months_to_18Months_Height_S3_No_Base_Data,12Months,18Months,Height,AIC_Optimized_Space,4,Neural_Network_MLP,0.8588,0.5175,0.5292,0.5227
12Months_to_18Months_Height_S3_No_Base_Data,12Months,18Months,Height,BIC_Optimized_Space,1,XGBoost_Classifier,0.8353,0.4456,0.4693,0.4554
12Months_to_18Months_Height_S3_No_Base_Data,12Months,18Months,Height,BIC_Optimized_Space,1,Support_Vector_Classifier,0.8824,0.2976,0.3289,0.3125
12Months_to_18Months_Height_S3_No_Base_Data,12Months,18Months,Height,BIC_Optimized_Space,1,Neural_Network_MLP,0.8706,0.2972,0.3246,0.3103
12Months_to_18Months_Height_S4_S6_Zscore_Only,12Months,18Months,Height,Full_Feature_Space,2,XGBoost_Classifier,0.8588,0.3871,0.4269,0.4049
12Months_to_18Months_Height_S4_S6_Zscore_Only,12Months,18Months,Height,Full_Feature_Space,2,Support_Vector_Classifier,0.8824,0.2976,0.3289,0.3125
12Months_to_18Months_Height_S4_S6_Zscore_Only,12Months,18Months,Height,Full_Feature_Space,2,Neural_Network_MLP,0.8471,0.3038,0.3158,0.3097
12Months_to_18Months_Height_S4_S6_Zscore_Only,12Months,18Months,Height,AIC_Optimized_Space,1,XGBoost_Classifier,0.8353,0.4456,0.4693,0.4554
12Months_to_18Months_Height_S4_S6_Zscore_Only,12Months,18Months,Height,AIC_Optimized_Space,1,Support_Vector_Classifier,0.8824,0.2976,0.3289,0.3125
12Months_to_18Months_Height_S4_S6_Zscore_Only,12Months,18Months,Height,AIC_Optimized_Space,1,Neural_Network_MLP,0.8706,0.2972,0.3246,0.3103
12Months_to_18Months_Height_S4_S6_Zscore_Only,12Months,18Months,Height,BIC_Optimized_Space,1,XGBoost_Classifier,0.8353,0.4456,0.4693,0.4554
12Months_to_18Months_Height_S4_S6_Zscore_Only,12Months,18Months,Height,BIC_Optimized_Space,1,Support_Vector_Classifier,0.8824,0.2976,0.3289,0.3125
12Months_to_18Months_Height_S4_S6_Zscore_Only,12Months,18Months,Height,BIC_Optimized_Space,1,Neural_Network_MLP,0.8706,0.2972,0.3246,0.3103
12Months_to_18Months_BMI_S1_S5_All_Data,12Months,18Months,BMI,Full_Feature_Space,4,XGBoost_Classifier,0.8372,0.3997,0.3575,0.3567
12Months_to_18Months_BMI_S1_S5_All_Data,12Months,18Months,BMI,Full_Feature_Space,4,Support_Vector_Classifier,0.8488,0.2829,0.3333,0.3061
12Months_to_18Months_BMI_S1_S5_All_Data,12Months,18Months,BMI,Full_Feature_Space,4,Neural_Network_MLP,0.814,0.2881,0.3196,0.303
12Months_to_18Months_BMI_S1_S5_All_Data,12Months,18Months,BMI,AIC_Optimized_Space,2,XGBoost_Classifier,0.8372,0.2857,0.3288,0.3057
12Months_to_18Months_BMI_S1_S5_All_Data,12Months,18Months,BMI,AIC_Optimized_Space,2,Support_Vector_Classifier,0.8488,0.2829,0.3333,0.3061
12Months_to_18Months_BMI_S1_S5_All_Data,12Months,18Months,BMI,AIC_Optimized_Space,2,Neural_Network_MLP,0.814,0.2881,0.3196,0.303
12Months_to_18Months_BMI_S1_S5_All_Data,12Months,18Months,BMI,BIC_Optimized_Space,2,XGBoost_Classifier,0.8372,0.2857,0.3288,0.3057
12Months_to_18Months_BMI_S1_S5_All_Data,12Months,18Months,BMI,BIC_Optimized_Space,2,Support_Vector_Classifier,0.8488,0.2829,0.3333,0.3061
12Months_to_18Months_BMI_S1_S5_All_Data,12Months,18Months,BMI,BIC_Optimized_Space,2,Neural_Network_MLP,0.814,0.2881,0.3196,0.303
12Months_to_18Months_BMI_S2_No_Zscores,12Months,18Months,BMI,Full_Feature_Space,2,XGBoost_Classifier,0.8372,0.2857,0.3288,0.3057
12Months_to_18Months_BMI_S2_No_Zscores,12Months,18Months,BMI,Full_Feature_Space,2,Support_Vector_Classifier,0.8488,0.2829,0.3333,0.3061
12Months_to_18Months_BMI_S2_No_Zscores,12Months,18Months,BMI,Full_Feature_Space,2,Neural_Network_MLP,0.814,0.2846,0.3196,0.3011
12Months_to_18Months_BMI_S2_No_Zscores,12Months,18Months,BMI,AIC_Optimized_Space,2,XGBoost_Classifier,0.8372,0.2857,0.3288,0.3057
12Months_to_18Months_BMI_S2_No_Zscores,12Months,18Months,BMI,AIC_Optimized_Space,2,Support_Vector_Classifier,0.8488,0.2829,0.3333,0.3061
12Months_to_18Months_BMI_S2_No_Zscores,12Months,18Months,BMI,AIC_Optimized_Space,2,Neural_Network_MLP,0.814,0.2881,0.3196,0.303
12Months_to_18Months_BMI_S2_No_Zscores,12Months,18Months,BMI,BIC_Optimized_Space,2,XGBoost_Classifier,0.8372,0.2857,0.3288,0.3057
12Months_to_18Months_BMI_S2_No_Zscores,12Months,18Months,BMI,BIC_Optimized_Space,2,Support_Vector_Classifier,0.8488,0.2829,0.3333,0.3061
12Months_to_18Months_BMI_S2_No_Zscores,12Months,18Months,BMI,BIC_Optimized_Space,2,Neural_Network_MLP,0.814,0.2881,0.3196,0.303
12Months_to_18Months_BMI_S3_No_Base_Data,12Months,18Months,BMI,Full_Feature_Space,4,XGBoost_Classifier,0.8372,0.3997,0.3575,0.3567
12Months_to_18Months_BMI_S3_No_Base_Data,12Months,18Months,BMI,Full_Feature_Space,4,Support_Vector_Classifier,0.8488,0.2829,0.3333,0.3061
12Months_to_18Months_BMI_S3_No_Base_Data,12Months,18Months,BMI,Full_Feature_Space,4,Neural_Network_MLP,0.814,0.2881,0.3196,0.303
12Months_to_18Months_BMI_S3_No_Base_Data,12Months,18Months,BMI,AIC_Optimized_Space,2,XGBoost_Classifier,0.8372,0.2857,0.3288,0.3057
12Months_to_18Months_BMI_S3_No_Base_Data,12Months,18Months,BMI,AIC_Optimized_Space,2,Support_Vector_Classifier,0.8488,0.2829,0.3333,0.3061
12Months_to_18Months_BMI_S3_No_Base_Data,12Months,18Months,BMI,AIC_Optimized_Space,2,Neural_Network_MLP,0.814,0.2881,0.3196,0.303
12Months_to_18Months_BMI_S3_No_Base_Data,12Months,18Months,BMI,BIC_Optimized_Space,2,XGBoost_Classifier,0.8372,0.2857,0.3288,0.3057
12Months_to_18Months_BMI_S3_No_Base_Data,12Months,18Months,BMI,BIC_Optimized_Space,2,Support_Vector_Classifier,0.8488,0.2829,0.3333,0.3061
12Months_to_18Months_BMI_S3_No_Base_Data,12Months,18Months,BMI,BIC_Optimized_Space,2,Neural_Network_MLP,0.814,0.2881,0.3196,0.303
12Months_to_18Months_BMI_S4_S6_Zscore_Only,12Months,18Months,BMI,Full_Feature_Space,2,XGBoost_Classifier,0.8372,0.3997,0.3575,0.3567
12Months_to_18Months_BMI_S4_S6_Zscore_Only,12Months,18Months,BMI,Full_Feature_Space,2,Support_Vector_Classifier,0.8488,0.2829,0.3333,0.3061
12Months_to_18Months_BMI_S4_S6_Zscore_Only,12Months,18Months,BMI,Full_Feature_Space,2,Neural_Network_MLP,0.8372,0.2824,0.3288,0.3038
18Months_to_24Months_Weight_S1_S5_All_Data,18Months,24Months,Weight,Full_Feature_Space,3,XGBoost_Classifier,0.75,0.6448,0.6931,0.6243
18Months_to_24Months_Weight_S1_S5_All_Data,18Months,24Months,Weight,Full_Feature_Space,3,Support_Vector_Classifier,0.75,0.6389,0.6551,0.6341
18Months_to_24Months_Weight_S1_S5_All_Data,18Months,24Months,Weight,Full_Feature_Space,3,Neural_Network_MLP,0.7647,0.6555,0.6727,0.6534
18Months_to_24Months_Weight_S1_S5_All_Data,18Months,24Months,Weight,AIC_Optimized_Space,1,XGBoost_Classifier,0.7353,0.624,0.6756,0.6172
18Months_to_24Months_Weight_S1_S5_All_Data,18Months,24Months,Weight,AIC_Optimized_Space,1,Support_Vector_Classifier,0.7647,0.6926,0.7107,0.6835
18Months_to_24Months_Weight_S1_S5_All_Data,18Months,24Months,Weight,AIC_Optimized_Space,1,Neural_Network_MLP,0.7353,0.6251,0.6854,0.6306
18Months_to_24Months_Weight_S1_S5_All_Data,18Months,24Months,Weight,BIC_Optimized_Space,1,XGBoost_Classifier,0.7353,0.624,0.6756,0.6172
18Months_to_24Months_Weight_S1_S5_All_Data,18Months,24Months,Weight,BIC_Optimized_Space,1,Support_Vector_Classifier,0.7647,0.6926,0.7107,0.6835
18Months_to_24Months_Weight_S1_S5_All_Data,18Months,24Months,Weight,BIC_Optimized_Space,1,Neural_Network_MLP,0.7353,0.6251,0.6854,0.6306
18Months_to_24Months_Weight_S3_No_Base_Data,18Months,24Months,Weight,Full_Feature_Space,3,XGBoost_Classifier,0.75,0.6448,0.6931,0.6243
18Months_to_24Months_Weight_S3_No_Base_Data,18Months,24Months,Weight,Full_Feature_Space,3,Support_Vector_Classifier,0.75,0.6389,0.6551,0.6341
18Months_to_24Months_Weight_S3_No_Base_Data,18Months,24Months,Weight,Full_Feature_Space,3,Neural_Network_MLP,0.7647,0.6555,0.6727,0.6534
18Months_to_24Months_Weight_S3_No_Base_Data,18Months,24Months,Weight,AIC_Optimized_Space,1,XGBoost_Classifier,0.7353,0.624,0.6756,0.6172
18Months_to_24Months_Weight_S3_No_Base_Data,18Months,24Months,Weight,AIC_Optimized_Space,1,Support_Vector_Classifier,0.7647,0.6926,0.7107,0.6835
18Months_to_24Months_Weight_S3_No_Base_Data,18Months,24Months,Weight,AIC_Optimized_Space,1,Neural_Network_MLP,0.7353,0.6251,0.6854,0.6306
18Months_to_24Months_Weight_S3_No_Base_Data,18Months,24Months,Weight,BIC_Optimized_Space,1,XGBoost_Classifier,0.7353,0.624,0.6756,0.6172
18Months_to_24Months_Weight_S3_No_Base_Data,18Months,24Months,Weight,BIC_Optimized_Space,1,Support_Vector_Classifier,0.7647,0.6926,0.7107,0.6835
18Months_to_24Months_Weight_S3_No_Base_Data,18Months,24Months,Weight,BIC_Optimized_Space,1,Neural_Network_MLP,0.7353,0.6251,0.6854,0.6306
18Months_to_24Months_Weight_S4_S6_Zscore_Only,18Months,24Months,Weight,Full_Feature_Space,3,XGBoost_Classifier,0.75,0.6448,0.6931,0.6243
18Months_to_24Months_Weight_S4_S6_Zscore_Only,18Months,24Months,Weight,Full_Feature_Space,3,Support_Vector_Classifier,0.75,0.6389,0.6551,0.6341
18Months_to_24Months_Weight_S4_S6_Zscore_Only,18Months,24Months,Weight,Full_Feature_Space,3,Neural_Network_MLP,0.7647,0.6555,0.6727,0.6534
18Months_to_24Months_Weight_S4_S6_Zscore_Only,18Months,24Months,Weight,AIC_Optimized_Space,1,XGBoost_Classifier,0.7353,0.624,0.6756,0.6172
18Months_to_24Months_Weight_S4_S6_Zscore_Only,18Months,24Months,Weight,AIC_Optimized_Space,1,Support_Vector_Classifier,0.7647,0.6926,0.7107,0.6835
18Months_to_24Months_Weight_S4_S6_Zscore_Only,18Months,24Months,Weight,AIC_Optimized_Space,1,Neural_Network_MLP,0.7353,0.6251,0.6854,0.6306
18Months_to_24Months_Weight_S4_S6_Zscore_Only,18Months,24Months,Weight,BIC_Optimized_Space,1,XGBoost_Classifier,0.7353,0.624,0.6756,0.6172
18Months_to_24Months_Weight_S4_S6_Zscore_Only,18Months,24Months,Weight,BIC_Optimized_Space,1,Support_Vector_Classifier,0.7647,0.6926,0.7107,0.6835
18Months_to_24Months_Weight_S4_S6_Zscore_Only,18Months,24Months,Weight,BIC_Optimized_Space,1,Neural_Network_MLP,0.7353,0.6251,0.6854,0.6306
18Months_to_24Months_Height_S1_S5_All_Data,18Months,24Months,Height,Full_Feature_Space,3,XGBoost_Classifier,0.8986,0.401,0.6613,0.4561
18Months_to_24Months_Height_S1_S5_All_Data,18Months,24Months,Height,Full_Feature_Space,3,Support_Vector_Classifier,0.8841,0.299,0.328,0.3128
18Months_to_24Months_Height_S1_S5_All_Data,18Months,24Months,Height,Full_Feature_Space,3,Neural_Network_MLP,0.8986,0.2995,0.3333,0.3155
18Months_to_24Months_Height_S1_S5_All_Data,18Months,24Months,Height,AIC_Optimized_Space,1,XGBoost_Classifier,0.8696,0.3125,0.3226,0.3175
18Months_to_24Months_Height_S1_S5_All_Data,18Months,24Months,Height,AIC_Optimized_Space,1,Support_Vector_Classifier,0.8986,0.2995,0.3333,0.3155
18Months_to_24Months_Height_S1_S5_All_Data,18Months,24Months,Height,AIC_Optimized_Space,1,Neural_Network_MLP,0.8986,0.2995,0.3333,0.3155
18Months_to_24Months_Height_S1_S5_All_Data,18Months,24Months,Height,BIC_Optimized_Space,1,XGBoost_Classifier,0.8696,0.3125,0.3226,0.3175
18Months_to_24Months_Height_S1_S5_All_Data,18Months,24Months,Height,BIC_Optimized_Space,1,Support_Vector_Classifier,0.8986,0.2995,0.3333,0.3155
18Months_to_24Months_Height_S1_S5_All_Data,18Months,24Months,Height,BIC_Optimized_Space,1,Neural_Network_MLP,0.8986,0.2995,0.3333,0.3155
18Months_to_24Months_Height_S3_No_Base_Data,18Months,24Months,Height,Full_Feature_Space,3,XGBoost_Classifier,0.8986,0.401,0.6613,0.4561
18Months_to_24Months_Height_S3_No_Base_Data,18Months,24Months,Height,Full_Feature_Space,3,Support_Vector_Classifier,0.8841,0.299,0.328,0.3128
18Months_to_24Months_Height_S3_No_Base_Data,18Months,24Months,Height,Full_Feature_Space,3,Neural_Network_MLP,0.8986,0.2995,0.3333,0.3155
18Months_to_24Months_Height_S3_No_Base_Data,18Months,24Months,Height,AIC_Optimized_Space,1,XGBoost_Classifier,0.8696,0.3125,0.3226,0.3175
18Months_to_24Months_Height_S3_No_Base_Data,18Months,24Months,Height,AIC_Optimized_Space,1,Support_Vector_Classifier,0.8986,0.2995,0.3333,0.3155
18Months_to_24Months_Height_S3_No_Base_Data,18Months,24Months,Height,AIC_Optimized_Space,1,Neural_Network_MLP,0.8986,0.2995,0.3333,0.3155
18Months_to_24Months_Height_S3_No_Base_Data,18Months,24Months,Height,BIC_Optimized_Space,1,XGBoost_Classifier,0.8696,0.3125,0.3226,0.3175
18Months_to_24Months_Height_S3_No_Base_Data,18Months,24Months,Height,BIC_Optimized_Space,1,Support_Vector_Classifier,0.8986,0.2995,0.3333,0.3155
18Months_to_24Months_Height_S3_No_Base_Data,18Months,24Months,Height,BIC_Optimized_Space,1,Neural_Network_MLP,0.8986,0.2995,0.3333,0.3155
