Transition_Key,Predictor_Age,Target_Age,Metric,Feature_Space,Feature_Count,Model,Accuracy,Precision,Recall,F1_Score
18Months_to_24Months_Height_S4_S6_Zscore_Only,18Months,24Months,Height,Full_Feature_Space,3,XGBoost_Classifier,0.8986,0.401,0.6613,0.4561
18Months_to_24Months_Height_S4_S6_Zscore_Only,18Months,24Months,Height,Full_Feature_Space,3,Support_Vector_Classifier,0.8841,0.299,0.328,0.3128
18Months_to_24Months_Height_S4_S6_Zscore_Only,18Months,24Months,Height,Full_Feature_Space,3,Neural_Network_MLP,0.8986,0.2995,0.3333,0.3155
18Months_to_24Months_Height_S4_S6_Zscore_Only,18Months,24Months,Height,AIC_Optimized_Space,1,XGBoost_Classifier,0.8696,0.3125,0.3226,0.3175
18Months_to_24Months_Height_S4_S6_Zscore_Only,18Months,24Months,Height,AIC_Optimized_Space,1,Support_Vector_Classifier,0.8986,0.2995,0.3333,0.3155
18Months_to_24Months_Height_S4_S6_Zscore_Only,18Months,24Months,Height,AIC_Optimized_Space,1,Neural_Network_MLP,0.8986,0.2995,0.3333,0.3155
18Months_to_24Months_Height_S4_S6_Zscore_Only,18Months,24Months,Height,BIC_Optimized_Space,1,XGBoost_Classifier,0.8696,0.3125,0.3226,0.3175
18Months_to_24Months_Height_S4_S6_Zscore_Only,18Months,24Months,Height,BIC_Optimized_Space,1,Support_Vector_Classifier,0.8986,0.2995,0.3333,0.3155
18Months_to_24Months_Height_S4_S6_Zscore_Only,18Months,24Months,Height,BIC_Optimized_Space,1,Neural_Network_MLP,0.8986,0.2995,0.3333,0.3155
18Months_to_24Months_BMI_S1_S5_All_Data,18Months,24Months,BMI,Full_Feature_Space,3,XGBoost_Classifier,0.7246,0.6164,0.5333,0.5565
18Months_to_24Months_BMI_S1_S5_All_Data,18Months,24Months,BMI,Full_Feature_Space,3,Support_Vector_Classifier,0.7101,0.5879,0.5056,0.5148
18Months_to_24Months_BMI_S1_S5_All_Data,18Months,24Months,BMI,Full_Feature_Space,3,Neural_Network_MLP,0.7101,0.5552,0.5259,0.5232
18Months_to_24Months_BMI_S1_S5_All_Data,18Months,24Months,BMI,AIC_Optimized_Space,2,XGBoost_Classifier,0.7391,0.6166,0.5407,0.5615
18Months_to_24Months_BMI_S1_S5_All_Data,18Months,24Months,BMI,AIC_Optimized_Space,2,Support_Vector_Classifier,0.7101,0.5774,0.5056,0.5111
18Months_to_24Months_BMI_S1_S5_All_Data,18Months,24Months,BMI,AIC_Optimized_Space,2,Neural_Network_MLP,0.7101,0.5319,0.5056,0.5077
18Months_to_24Months_BMI_S1_S5_All_Data,18Months,24Months,BMI,BIC_Optimized_Space,2,XGBoost_Classifier,0.7391,0.6166,0.5407,0.5615
18Months_to_24Months_BMI_S1_S5_All_Data,18Months,24Months,BMI,BIC_Optimized_Space,2,Support_Vector_Classifier,0.7101,0.5774,0.5056,0.5111
18Months_to_24Months_BMI_S1_S5_All_Data,18Months,24Months,BMI,BIC_Optimized_Space,2,Neural_Network_MLP,0.7101,0.5319,0.5056,0.5077
18Months_to_24Months_BMI_S3_No_Base_Data,18Months,24Months,BMI,Full_Feature_Space,3,XGBoost_Classifier,0.7246,0.6164,0.5333,0.5565
18Months_to_24Months_BMI_S3_No_Base_Data,18Months,24Months,BMI,Full_Feature_Space,3,Support_Vector_Classifier,0.7101,0.5879,0.5056,0.5148
18Months_to_24Months_BMI_S3_No_Base_Data,18Months,24Months,BMI,Full_Feature_Space,3,Neural_Network_MLP,0.7101,0.5552,0.5259,0.5232
18Months_to_24Months_BMI_S3_No_Base_Data,18Months,24Months,BMI,AIC_Optimized_Space,2,XGBoost_Classifier,0.7391,0.6166,0.5407,0.5615
18Months_to_24Months_BMI_S3_No_Base_Data,18Months,24Months,BMI,AIC_Optimized_Space,2,Support_Vector_Classifier,0.7101,0.5774,0.5056,0.5111
18Months_to_24Months_BMI_S3_No_Base_Data,18Months,24Months,BMI,AIC_Optimized_Space,2,Neural_Network_MLP,0.7101,0.5319,0.5056,0.5077
18Months_to_24Months_BMI_S3_No_Base_Data,18Months,24Months,BMI,BIC_Optimized_Space,2,XGBoost_Classifier,0.7391,0.6166,0.5407,0.5615
18Months_to_24Months_BMI_S3_No_Base_Data,18Months,24Months,BMI,BIC_Optimized_Space,2,Support_Vector_Classifier,0.7101,0.5774,0.5056,0.5111
18Months_to_24Months_BMI_S3_No_Base_Data,18Months,24Months,BMI,BIC_Optimized_Space,2,Neural_Network_MLP,0.7101,0.5319,0.5056,0.5077
18Months_to_24Months_BMI_S4_S6_Zscore_Only,18Months,24Months,BMI,Full_Feature_Space,3,XGBoost_Classifier,0.7246,0.6164,0.5333,0.5565
18Months_to_24Months_BMI_S4_S6_Zscore_Only,18Months,24Months,BMI,Full_Feature_Space,3,Support_Vector_Classifier,0.7101,0.5879,0.5056,0.5148
18Months_to_24Months_BMI_S4_S6_Zscore_Only,18Months,24Months,BMI,Full_Feature_Space,3,Neural_Network_MLP,0.7101,0.5552,0.5259,0.5232
18Months_to_24Months_BMI_S4_S6_Zscore_Only,18Months,24Months,BMI,AIC_Optimized_Space,2,XGBoost_Classifier,0.7391,0.6166,0.5407,0.5615
18Months_to_24Months_BMI_S4_S6_Zscore_Only,18Months,24Months,BMI,AIC_Optimized_Space,2,Support_Vector_Classifier,0.7101,0.5774,0.5056,0.5111
18Months_to_24Months_BMI_S4_S6_Zscore_Only,18Months,24Months,BMI,AIC_Optimized_Space,2,Neural_Network_MLP,0.7101,0.5319,0.5056,0.5077
18Months_to_24Months_BMI_S4_S6_Zscore_Only,18Months,24Months,BMI,BIC_Optimized_Space,2,XGBoost_Classifier,0.7391,0.6166,0.5407,0.5615
18Months_to_24Months_BMI_S4_S6_Zscore_Only,18Months,24Months,BMI,BIC_Optimized_Space,2,Support_Vector_Classifier,0.7101,0.5774,0.5056,0.5111
18Months_to_24Months_BMI_S4_S6_Zscore_Only,18Months,24Months,BMI,BIC_Optimized_Space,2,Neural_Network_MLP,0.7101,0.5319,0.5056,0.5077
24Months_to_36Months_Weight_S1_S5_All_Data,24Months,36Months,Weight,Full_Feature_Space,3,XGBoost_Classifier,0.7442,0.7055,0.6883,0.6951
24Months_to_36Months_Weight_S1_S5_All_Data,24Months,36Months,Weight,Full_Feature_Space,3,Support_Vector_Classifier,0.7907,0.7944,0.713,0.7382
24Months_to_36Months_Weight_S1_S5_All_Data,24Months,36Months,Weight,Full_Feature_Space,3,Neural_Network_MLP,0.7674,0.7262,0.7006,0.7121
24Months_to_36Months_Weight_S1_S5_All_Data,24Months,36Months,Weight,AIC_Optimized_Space,2,XGBoost_Classifier,0.6977,0.6682,0.6343,0.6426
24Months_to_36Months_Weight_S1_S5_All_Data,24Months,36Months,Weight,AIC_Optimized_Space,2,Support_Vector_Classifier,0.7674,0.7262,0.7006,0.7121
24Months_to_36Months_Weight_S1_S5_All_Data,24Months,36Months,Weight,AIC_Optimized_Space,2,Neural_Network_MLP,0.7674,0.7262,0.7006,0.7121
24Months_to_36Months_Weight_S1_S5_All_Data,24Months,36Months,Weight,BIC_Optimized_Space,1,XGBoost_Classifier,0.7674,0.7821,0.7299,0.7331
24Months_to_36Months_Weight_S1_S5_All_Data,24Months,36Months,Weight,BIC_Optimized_Space,1,Support_Vector_Classifier,0.7907,0.7487,0.713,0.7251
24Months_to_36Months_Weight_S1_S5_All_Data,24Months,36Months,Weight,BIC_Optimized_Space,1,Neural_Network_MLP,0.7907,0.7549,0.7423,0.7467
24Months_to_36Months_Weight_S3_No_Base_Data,24Months,36Months,Weight,Full_Feature_Space,3,XGBoost_Classifier,0.7442,0.7055,0.6883,0.6951
24Months_to_36Months_Weight_S3_No_Base_Data,24Months,36Months,Weight,Full_Feature_Space,3,Support_Vector_Classifier,0.7907,0.7944,0.713,0.7382
24Months_to_36Months_Weight_S3_No_Base_Data,24Months,36Months,Weight,Full_Feature_Space,3,Neural_Network_MLP,0.7674,0.7262,0.7006,0.7121
24Months_to_36Months_Weight_S3_No_Base_Data,24Months,36Months,Weight,AIC_Optimized_Space,2,XGBoost_Classifier,0.6977,0.6682,0.6343,0.6426
24Months_to_36Months_Weight_S3_No_Base_Data,24Months,36Months,Weight,AIC_Optimized_Space,2,Support_Vector_Classifier,0.7674,0.7262,0.7006,0.7121
24Months_to_36Months_Weight_S3_No_Base_Data,24Months,36Months,Weight,AIC_Optimized_Space,2,Neural_Network_MLP,0.7674,0.7262,0.7006,0.7121
24Months_to_36Months_Weight_S3_No_Base_Data,24Months,36Months,Weight,BIC_Optimized_Space,1,XGBoost_Classifier,0.7674,0.7821,0.7299,0.7331
24Months_to_36Months_Weight_S3_No_Base_Data,24Months,36Months,Weight,BIC_Optimized_Space,1,Support_Vector_Classifier,0.7907,0.7487,0.713,0.7251
24Months_to_36Months_Weight_S3_No_Base_Data,24Months,36Months,Weight,BIC_Optimized_Space,1,Neural_Network_MLP,0.7907,0.7549,0.7423,0.7467
24Months_to_36Months_Weight_S4_S6_Zscore_Only,24Months,36Months,Weight,Full_Feature_Space,3,XGBoost_Classifier,0.7442,0.7055,0.6883,0.6951
24Months_to_36Months_Weight_S4_S6_Zscore_Only,24Months,36Months,Weight,Full_Feature_Space,3,Support_Vector_Classifier,0.7907,0.7944,0.713,0.7382
24Months_to_36Months_Weight_S4_S6_Zscore_Only,24Months,36Months,Weight,Full_Feature_Space,3,Neural_Network_MLP,0.7674,0.7262,0.7006,0.7121
24Months_to_36Months_Weight_S4_S6_Zscore_Only,24Months,36Months,Weight,AIC_Optimized_Space,2,XGBoost_Classifier,0.6977,0.6682,0.6343,0.6426
24Months_to_36Months_Weight_S4_S6_Zscore_Only,24Months,36Months,Weight,AIC_Optimized_Space,2,Support_Vector_Classifier,0.7674,0.7262,0.7006,0.7121
24Months_to_36Months_Weight_S4_S6_Zscore_Only,24Months,36Months,Weight,AIC_Optimized_Space,2,Neural_Network_MLP,0.7674,0.7262,0.7006,0.7121
24Months_to_36Months_Weight_S4_S6_Zscore_Only,24Months,36Months,Weight,BIC_Optimized_Space,1,XGBoost_Classifier,0.7674,0.7821,0.7299,0.7331
24Months_to_36Months_Weight_S4_S6_Zscore_Only,24Months,36Months,Weight,BIC_Optimized_Space,1,Support_Vector_Classifier,0.7907,0.7487,0.713,0.7251
24Months_to_36Months_Weight_S4_S6_Zscore_Only,24Months,36Months,Weight,BIC_Optimized_Space,1,Neural_Network_MLP,0.7907,0.7549,0.7423,0.7467
24Months_to_36Months_Height_S1_S5_All_Data,24Months,36Months,Height,Full_Feature_Space,3,XGBoost_Classifier,0.8462,0.4459,0.4714,0.4583
24Months_to_36Months_Height_S1_S5_All_Data,24Months,36Months,Height,Full_Feature_Space,3,Support_Vector_Classifier,0.8718,0.4474,0.4857,0.4658
24Months_to_36Months_Height_S1_S5_All_Data,24Months,36Months,Height,Full_Feature_Space,3,Neural_Network_MLP,0.8974,0.7095,0.6107,0.6389
24Months_to_36Months_Height_S1_S5_All_Data,24Months,36Months,Height,AIC_Optimized_Space,2,XGBoost_Classifier,0.8718,0.625,0.5964,0.6076
24Months_to_36Months_Height_S1_S5_All_Data,24Months,36Months,Height,AIC_Optimized_Space,2,Support_Vector_Classifier,0.8974,0.4487,0.5,0.473
24Months_to_36Months_Height_S1_S5_All_Data,24Months,36Months,Height,AIC_Optimized_Space,2,Neural_Network_MLP,0.9231,0.9605,0.625,0.6795
24Months_to_36Months_Height_S1_S5_All_Data,24Months,36Months,Height,BIC_Optimized_Space,1,XGBoost_Classifier,0.8718,0.4722,0.3976,0.421
24Months_to_36Months_Height_S1_S5_All_Data,24Months,36Months,Height,BIC_Optimized_Space,1,Support_Vector_Classifier,0.8718,0.2982,0.3238,0.3105
24Months_to_36Months_Height_S1_S5_All_Data,24Months,36Months,Height,BIC_Optimized_Space,1,Neural_Network_MLP,0.8974,0.4487,0.5,0.473
24Months_to_36Months_Height_S3_No_Base_Data,24Months,36Months,Height,Full_Feature_Space,3,XGBoost_Classifier,0.8462,0.4459,0.4714,0.4583
24Months_to_36Months_Height_S3_No_Base_Data,24Months,36Months,Height,Full_Feature_Space,3,Support_Vector_Classifier,0.8718,0.4474,0.4857,0.4658
24Months_to_36Months_Height_S3_No_Base_Data,24Months,36Months,Height,Full_Feature_Space,3,Neural_Network_MLP,0.8974,0.7095,0.6107,0.6389
24Months_to_36Months_Height_S3_No_Base_Data,24Months,36Months,Height,AIC_Optimized_Space,2,XGBoost_Classifier,0.8718,0.625,0.5964,0.6076
24Months_to_36Months_Height_S3_No_Base_Data,24Months,36Months,Height,AIC_Optimized_Space,2,Support_Vector_Classifier,0.8974,0.4487,0.5,0.473
24Months_to_36Months_Height_S3_No_Base_Data,24Months,36Months,Height,AIC_Optimized_Space,2,Neural_Network_MLP,0.9231,0.9605,0.625,0.6795
24Months_to_36Months_Height_S3_No_Base_Data,24Months,36Months,Height,BIC_Optimized_Space,1,XGBoost_Classifier,0.8718,0.4722,0.3976,0.421
24Months_to_36Months_Height_S3_No_Base_Data,24Months,36Months,Height,BIC_Optimized_Space,1,Support_Vector_Classifier,0.8718,0.2982,0.3238,0.3105
24Months_to_36Months_Height_S3_No_Base_Data,24Months,36Months,Height,BIC_Optimized_Space,1,Neural_Network_MLP,0.8974,0.4487,0.5,0.473
24Months_to_36Months_Height_S4_S6_Zscore_Only,24Months,36Months,Height,Full_Feature_Space,3,XGBoost_Classifier,0.8462,0.4459,0.4714,0.4583
24Months_to_36Months_Height_S4_S6_Zscore_Only,24Months,36Months,Height,Full_Feature_Space,3,Support_Vector_Classifier,0.8718,0.4474,0.4857,0.4658
24Months_to_36Months_Height_S4_S6_Zscore_Only,24Months,36Months,Height,Full_Feature_Space,3,Neural_Network_MLP,0.8974,0.7095,0.6107,0.6389
24Months_to_36Months_Height_S4_S6_Zscore_Only,24Months,36Months,Height,AIC_Optimized_Space,2,XGBoost_Classifier,0.8718,0.625,0.5964,0.6076
24Months_to_36Months_Height_S4_S6_Zscore_Only,24Months,36Months,Height,AIC_Optimized_Space,2,Support_Vector_Classifier,0.8974,0.4487,0.5,0.473
24Months_to_36Months_Height_S4_S6_Zscore_Only,24Months,36Months,Height,AIC_Optimized_Space,2,Neural_Network_MLP,0.9231,0.9605,0.625,0.6795
24Months_to_36Months_Height_S4_S6_Zscore_Only,24Months,36Months,Height,BIC_Optimized_Space,1,XGBoost_Classifier,0.8718,0.4722,0.3976,0.421
24Months_to_36Months_Height_S4_S6_Zscore_Only,24Months,36Months,Height,BIC_Optimized_Space,1,Support_Vector_Classifier,0.8718,0.2982,0.3238,0.3105
24Months_to_36Months_Height_S4_S6_Zscore_Only,24Months,36Months,Height,BIC_Optimized_Space,1,Neural_Network_MLP,0.8974,0.4487,0.5,0.473
24Months_to_36Months_BMI_S1_S5_All_Data,24Months,36Months,BMI,Full_Feature_Space,3,XGBoost_Classifier,0.5897,0.4861,0.4641,0.4395
24Months_to_36Months_BMI_S1_S5_All_Data,24Months,36Months,BMI,Full_Feature_Space,3,Support_Vector_Classifier,0.6154,0.702,0.4919,0.5162
24Months_to_36Months_BMI_S1_S5_All_Data,24Months,36Months,BMI,Full_Feature_Space,3,Neural_Network_MLP,0.4872,0.3556,0.3909,0.3661
24Months_to_36Months_BMI_S1_S5_All_Data,24Months,36Months,BMI,AIC_Optimized_Space,1,XGBoost_Classifier,0.5641,0.4487,0.4101,0.4008
24Months_to_36Months_BMI_S1_S5_All_Data,24Months,36Months,BMI,AIC_Optimized_Space,1,Support_Vector_Classifier,0.641,0.8704,0.4944,0.4946
24Months_to_36Months_BMI_S1_S5_All_Data,24Months,36Months,BMI,AIC_Optimized_Space,1,Neural_Network_MLP,0.5897,0.5354,0.4641,0.4535
24Months_to_36Months_BMI_S1_S5_All_Data,24Months,36Months,BMI,BIC_Optimized_Space,1,XGBoost_Classifier,0.5641,0.4487,0.4101,0.4008
24Months_to_36Months_BMI_S1_S5_All_Data,24Months,36Months,BMI,BIC_Optimized_Space,1,Support_Vector_Classifier,0.641,0.8704,0.4944,0.4946
24Months_to_36Months_BMI_S1_S5_All_Data,24Months,36Months,BMI,BIC_Optimized_Space,1,Neural_Network_MLP,0.5897,0.5354,0.4641,0.4535
24Months_to_36Months_BMI_S3_No_Base_Data,24Months,36Months,BMI,Full_Feature_Space,3,XGBoost_Classifier,0.5897,0.4861,0.4641,0.4395
24Months_to_36Months_BMI_S3_No_Base_Data,24Months,36Months,BMI,Full_Feature_Space,3,Support_Vector_Classifier,0.6154,0.702,0.4919,0.5162
24Months_to_36Months_BMI_S3_No_Base_Data,24Months,36Months,BMI,Full_Feature_Space,3,Neural_Network_MLP,0.4872,0.3556,0.3909,0.3661
24Months_to_36Months_BMI_S3_No_Base_Data,24Months,36Months,BMI,AIC_Optimized_Space,1,XGBoost_Classifier,0.5641,0.4487,0.4101,0.4008
24Months_to_36Months_BMI_S3_No_Base_Data,24Months,36Months,BMI,AIC_Optimized_Space,1,Support_Vector_Classifier,0.641,0.8704,0.4944,0.4946
24Months_to_36Months_BMI_S3_No_Base_Data,24Months,36Months,BMI,AIC_Optimized_Space,1,Neural_Network_MLP,0.5897,0.5354,0.4641,0.4535
24Months_to_36Months_BMI_S3_No_Base_Data,24Months,36Months,BMI,BIC_Optimized_Space,1,XGBoost_Classifier,0.5641,0.4487,0.4101,0.4008
24Months_to_36Months_BMI_S3_No_Base_Data,24Months,36Months,BMI,BIC_Optimized_Space,1,Support_Vector_Classifier,0.641,0.8704,0.4944,0.4946
24Months_to_36Months_BMI_S3_No_Base_Data,24Months,36Months,BMI,BIC_Optimized_Space,1,Neural_Network_MLP,0.5897,0.5354,0.4641,0.4535
24Months_to_36Months_BMI_S4_S6_Zscore_Only,24Months,36Months,BMI,Full_Feature_Space,3,XGBoost_Classifier,0.5897,0.4861,0.4641,0.4395
24Months_to_36Months_BMI_S4_S6_Zscore_Only,24Months,36Months,BMI,Full_Feature_Space,3,Support_Vector_Classifier,0.6154,0.702,0.4919,0.5162
24Months_to_36Months_BMI_S4_S6_Zscore_Only,24Months,36Months,BMI,Full_Feature_Space,3,Neural_Network_MLP,0.4872,0.3556,0.3909,0.3661
24Months_to_36Months_BMI_S4_S6_Zscore_Only,24Months,36Months,BMI,AIC_Optimized_Space,1,XGBoost_Classifier,0.5641,0.4487,0.4101,0.4008
24Months_to_36Months_BMI_S4_S6_Zscore_Only,24Months,36Months,BMI,AIC_Optimized_Space,1,Support_Vector_Classifier,0.641,0.8704,0.4944,0.4946
24Months_to_36Months_BMI_S4_S6_Zscore_Only,24Months,36Months,BMI,AIC_Optimized_Space,1,Neural_Network_MLP,0.5897,0.5354,0.4641,0.4535
24Months_to_36Months_BMI_S4_S6_Zscore_Only,24Months,36Months,BMI,BIC_Optimized_Space,1,XGBoost_Classifier,0.5641,0.4487,0.4101,0.4008
24Months_to_36Months_BMI_S4_S6_Zscore_Only,24Months,36Months,BMI,BIC_Optimized_Space,1,Support_Vector_Classifier,0.641,0.8704,0.4944,0.4946
24Months_to_36Months_BMI_S4_S6_Zscore_Only,24Months,36Months,BMI,BIC_Optimized_Space,1,Neural_Network_MLP,0.5897,0.5354,0.4641,0.4535
36Months_to_48Months_Height_S1_S5_All_Data,36Months,48Months,Height,Full_Feature_Space,3,XGBoost_Classifier,0.7727,0.5877,0.5694,0.5753
36Months_to_48Months_Height_S1_S5_All_Data,36Months,48Months,Height,Full_Feature_Space,3,Support_Vector_Classifier,0.7727,0.5877,0.5694,0.5753
36Months_to_48Months_Height_S1_S5_All_Data,36Months,48Months,Height,Full_Feature_Space,3,Neural_Network_MLP,0.7273,0.4,0.4444,0.4211
36Months_to_48Months_Height_S1_S5_All_Data,36Months,48Months,Height,AIC_Optimized_Space,2,XGBoost_Classifier,0.7727,0.5877,0.5694,0.5753
36Months_to_48Months_Height_S1_S5_All_Data,36Months,48Months,Height,AIC_Optimized_Space,2,Support_Vector_Classifier,0.7273,0.4,0.4444,0.4211
36Months_to_48Months_Height_S1_S5_All_Data,36Months,48Months,Height,AIC_Optimized_Space,2,Neural_Network_MLP,0.7727,0.4048,0.4722,0.4359
36Months_to_48Months_Height_S1_S5_All_Data,36Months,48Months,Height,BIC_Optimized_Space,1,XGBoost_Classifier,0.7727,0.5877,0.5694,0.5753
36Months_to_48Months_Height_S1_S5_All_Data,36Months,48Months,Height,BIC_Optimized_Space,1,Support_Vector_Classifier,0.7727,0.5877,0.5694,0.5753
36Months_to_48Months_Height_S1_S5_All_Data,36Months,48Months,Height,BIC_Optimized_Space,1,Neural_Network_MLP,0.7727,0.5877,0.5694,0.5753
36Months_to_48Months_Height_S3_No_Base_Data,36Months,48Months,Height,Full_Feature_Space,3,XGBoost_Classifier,0.7727,0.5877,0.5694,0.5753
36Months_to_48Months_Height_S3_No_Base_Data,36Months,48Months,Height,Full_Feature_Space,3,Support_Vector_Classifier,0.7727,0.5877,0.5694,0.5753
36Months_to_48Months_Height_S3_No_Base_Data,36Months,48Months,Height,Full_Feature_Space,3,Neural_Network_MLP,0.7273,0.4,0.4444,0.4211
36Months_to_48Months_Height_S3_No_Base_Data,36Months,48Months,Height,AIC_Optimized_Space,2,XGBoost_Classifier,0.7727,0.5877,0.5694,0.5753
36Months_to_48Months_Height_S3_No_Base_Data,36Months,48Months,Height,AIC_Optimized_Space,2,Support_Vector_Classifier,0.7273,0.4,0.4444,0.4211
36Months_to_48Months_Height_S3_No_Base_Data,36Months,48Months,Height,AIC_Optimized_Space,2,Neural_Network_MLP,0.7727,0.4048,0.4722,0.4359
36Months_to_48Months_Height_S3_No_Base_Data,36Months,48Months,Height,BIC_Optimized_Space,1,XGBoost_Classifier,0.7727,0.5877,0.5694,0.5753
36Months_to_48Months_Height_S3_No_Base_Data,36Months,48Months,Height,BIC_Optimized_Space,1,Support_Vector_Classifier,0.7727,0.5877,0.5694,0.5753
36Months_to_48Months_Height_S3_No_Base_Data,36Months,48Months,Height,BIC_Optimized_Space,1,Neural_Network_MLP,0.7727,0.5877,0.5694,0.5753
36Months_to_48Months_Height_S4_S6_Zscore_Only,36Months,48Months,Height,Full_Feature_Space,3,XGBoost_Classifier,0.7727,0.5877,0.5694,0.5753
36Months_to_48Months_Height_S4_S6_Zscore_Only,36Months,48Months,Height,Full_Feature_Space,3,Support_Vector_Classifier,0.7727,0.5877,0.5694,0.5753
36Months_to_48Months_Height_S4_S6_Zscore_Only,36Months,48Months,Height,Full_Feature_Space,3,Neural_Network_MLP,0.7273,0.4,0.4444,0.4211
36Months_to_48Months_Height_S4_S6_Zscore_Only,36Months,48Months,Height,AIC_Optimized_Space,2,XGBoost_Classifier,0.7727,0.5877,0.5694,0.5753
36Months_to_48Months_Height_S4_S6_Zscore_Only,36Months,48Months,Height,AIC_Optimized_Space,2,Support_Vector_Classifier,0.7273,0.4,0.4444,0.4211
36Months_to_48Months_Height_S4_S6_Zscore_Only,36Months,48Months,Height,AIC_Optimized_Space,2,Neural_Network_MLP,0.7727,0.4048,0.4722,0.4359
36Months_to_48Months_Height_S4_S6_Zscore_Only,36Months,48Months,Height,BIC_Optimized_Space,1,XGBoost_Classifier,0.7727,0.5877,0.5694,0.5753
36Months_to_48Months_Height_S4_S6_Zscore_Only,36Months,48Months,Height,BIC_Optimized_Space,1,Support_Vector_Classifier,0.7727,0.5877,0.5694,0.5753
36Months_to_48Months_Height_S4_S6_Zscore_Only,36Months,48Months,Height,BIC_Optimized_Space,1,Neural_Network_MLP,0.7727,0.5877,0.5694,0.5753
