transition,measure,model,mae,rmse,accuracy,precision_macro,recall_macro,f1_macro,n_test
12m->18m,bmi,LinearRegression,8.522729305918861e-14,1.2102146084315543e-13,0.5894736842105263,0.5,0.29473684210526313,0.37086092715231783,95
12m->18m,bmi,SVR,0.34347226153977656,0.7391029709498127,0.43157894736842106,0.25,0.10789473684210527,0.15073529411764705,95
12m->18m,bmi,MLP,0.8074352834761515,1.074505351281947,0.2631578947368421,0.25,0.06578947368421052,0.10416666666666667,95
12m->18m,bmi,XGBoost,0.06041760915045383,0.2435742339463891,0.6210526315789474,0.3333333333333333,0.20701754385964913,0.2554112554112554,95
12m->18m,ht,LinearRegression,2.1903531620038945e-15,2.6841982304423932e-15,0.42105263157894735,0.5,0.21052631578947367,0.2962962962962963,95
12m->18m,ht,SVR,0.2276083334713324,0.4090928940873087,0.5684210526315789,0.3333333333333333,0.18947368421052632,0.24161073825503354,95
12m->18m,ht,MLP,0.23107831467042475,0.38058684365264706,0.5157894736842106,0.25,0.12894736842105264,0.1701388888888889,95
12m->18m,ht,XGBoost,0.027598287536017115,0.14195208382431265,0.6105263157894737,0.3333333333333333,0.20350877192982456,0.25272331154684097,95
12m->18m,wt,LinearRegression,1.1154089348059715e-15,1.576873854520545e-15,0.6421052631578947,0.5,0.32105263157894737,0.391025641025641,95
12m->18m,wt,SVR,0.2536165094920533,0.4749888328017143,0.30526315789473685,0.25,0.07631578947368421,0.11693548387096774,95
12m->18m,wt,MLP,0.3064723869955298,0.8610401810806876,0.4421052631578947,0.25,0.11052631578947368,0.1532846715328467,95
12m->18m,wt,XGBoost,0.023389561947538974,0.07408408519998563,0.5789473684210527,0.5,0.2894736842105263,0.3666666666666667,95
