,BMI_24m_zscore,ht_24m_zscore,wt_24m_zscore
BMI_24m_zscore,1.0,-0.2459233738700142,0.6657461416241329
ht_24m_zscore,-0.2459233738700142,1.0,0.5234859440189208
wt_24m_zscore,0.6657461416241329,0.5234859440189208,1.0
